comment_id,post_id,user_id,comment_text,created_at
120,276,298,Comment text 120,2026-02-20 21:48:00.782980
121,493,365,Comment text 121,2026-02-01 21:48:00.782984
122,184,300,Comment text 122,2025-12-12 21:48:00.782988
123,23,86,Comment text 123,2025-12-17 21:48:00.782992
124,301,495,Comment text 124,2025-11-22 21:48:00.782996
125,104,710,Comment text 125,2025-10-28 21:48:00.783000
126,238,398,Comment text 126,2025-10-26 21:48:00.783003
127,1,854,Comment text 127,2026-01-30 21:48:00.783007
128,146,339,Comment text 128,2025-11-21 21:48:00.783011
129,220,523,Comment text 129,2026-02-06 21:48:00.783015
130,66,773,Comment text 130,2026-02-17 21:48:00.783020
131,187,966,Comment text 131,2025-12-26 21:48:00.783024
132,491,548,Comment text 132,2026-01-08 21:48:00.783028
133,361,410,Comment text 133,2026-01-28 21:48:00.783031
134,25,119,Comment text 134,2025-09-23 21:48:00.783035
135,13,286,Comment text 135,2025-11-06 21:48:00.783039
136,430,435,Comment text 136,2025-09-25 21:48:00.783043
137,173,777,Comment text 137,2025-10-27 21:48:00.783047
138,403,97,Comment text 138,2025-12-14 21:48:00.783051
139,123,430,Comment text 139,2025-11-17 21:48:00.783054
140,385,159,Comment text 140,2025-08-30 21:48:00.783058
141,352,680,Comment text 141,2025-10-28 21:48:00.783061
142,273,985,Comment text 142,2026-02-01 21:48:00.783065
143,387,954,Comment text 143,2025-12-21 21:48:00.783069
144,456,766,Comment text 144,2025-11-11 21:48:00.783072
145,498,684,Comment text 145,2026-02-23 21:48:00.783075
146,293,193,Comment text 146,2025-10-14 21:48:00.783079
147,184,51,Comment text 147,2025-10-17 21:48:00.783083
148,242,252,Comment text 148,2025-11-09 21:48:00.783086
149,59,655,Comment text 149,2026-02-07 21:48:00.783090
150,487,750,Comment text 150,2025-10-04 21:48:00.783095
151,368,387,Comment text 151,2026-01-17 21:48:00.783098
152,411,946,Comment text 152,2025-12-23 21:48:00.783102
153,188,231,Comment text 153,2025-11-02 21:48:00.783106
154,476,447,Comment text 154,2025-11-11 21:48:00.783110
155,53,575,Comment text 155,2025-11-06 21:48:00.783114
156,16,530,Comment text 156,2026-02-06 21:48:00.783117
157,297,840,Comment text 157,2025-12-15 21:48:00.783121
158,216,911,Comment text 158,2026-01-12 21:48:00.783124
159,440,911,Comment text 159,2025-10-09 21:48:00.783128
160,196,317,Comment text 160,2026-01-08 21:48:00.783133
161,462,554,Comment text 161,2025-11-28 21:48:00.783136
162,389,926,Comment text 162,2026-01-25 21:48:00.783140
163,400,187,Comment text 163,2025-09-18 21:48:00.783144
164,415,932,Comment text 164,2025-09-28 21:48:00.783147
165,436,886,Comment text 165,2025-10-11 21:48:00.783151
166,401,602,Comment text 166,2026-01-12 21:48:00.783155
167,237,341,Comment text 167,2026-02-17 21:48:00.783159
168,301,702,Comment text 168,2026-01-13 21:48:00.783162
169,361,542,Comment text 169,2025-09-11 21:48:00.783166
170,344,617,Comment text 170,2026-02-22 21:48:00.783169
171,376,684,Comment text 171,2026-02-23 21:48:00.783173
172,252,800,Comment text 172,2026-01-06 21:48:00.783178
173,81,160,Comment text 173,2025-11-06 21:48:00.783182
174,310,962,Comment text 174,2025-11-23 21:48:00.783188
175,454,259,Comment text 175,2025-10-08 21:48:00.783192
176,300,721,Comment text 176,2025-09-18 21:48:00.783196
177,138,630,Comment text 177,2026-02-04 21:48:00.783199
178,212,711,Comment text 178,2026-02-01 21:48:00.783203
179,290,943,Comment text 179,2025-11-19 21:48:00.783207
180,334,777,Comment text 180,2026-02-20 21:48:00.783210
181,468,140,Comment text 181,2026-02-14 21:48:00.783214
182,278,434,Comment text 182,2025-10-20 21:48:00.783218
183,60,86,Comment text 183,2026-02-26 21:48:00.783222
184,121,793,Comment text 184,2026-01-04 21:48:00.783227
185,236,427,Comment text 185,2025-09-18 21:48:00.783231
186,107,94,Comment text 186,2025-10-21 21:48:00.783235
187,49,496,Comment text 187,2026-01-10 21:48:00.783239
188,32,594,Comment text 188,2025-10-01 21:48:00.783242
189,115,554,Comment text 189,2025-11-03 21:48:00.783246
190,298,82,Comment text 190,2026-01-05 21:48:00.783250
191,409,633,Comment text 191,2025-10-09 21:48:00.783254
192,388,194,Comment text 192,2025-10-11 21:48:00.783257
193,419,778,Comment text 193,2026-02-04 21:48:00.783261
194,405,849,Comment text 194,2026-01-02 21:48:00.783264
195,149,362,Comment text 195,2025-12-18 21:48:00.783268
196,347,390,Comment text 196,2025-12-16 21:48:00.783272
197,236,996,Comment text 197,2025-09-22 21:48:00.783275
198,181,416,Comment text 198,2025-09-20 21:48:00.783279
199,267,134,Comment text 199,2025-10-04 21:48:00.783283
200,171,662,Comment text 200,2025-11-23 21:48:00.783287
201,219,244,Comment text 201,2026-02-18 21:48:00.783290
202,12,696,Comment text 202,2025-11-12 21:48:00.783296
203,312,47,Comment text 203,2025-10-14 21:48:00.783300
204,481,148,Comment text 204,2026-01-18 21:48:00.783304
205,486,998,Comment text 205,2025-12-16 21:48:00.783307
206,297,991,Comment text 206,2025-12-16 21:48:00.783311
207,448,1000,Comment text 207,2026-01-03 21:48:00.783314
208,202,249,Comment text 208,2025-10-19 21:48:00.783318
209,356,625,Comment text 209,2025-09-09 21:48:00.783321
210,350,904,Comment text 210,2025-09-13 21:48:00.783325
211,291,25,Comment text 211,2026-01-23 21:48:00.783329
212,422,597,Comment text 212,2025-09-23 21:48:00.783332
213,88,422,Comment text 213,2025-10-03 21:48:00.783336
214,213,907,Comment text 214,2026-02-07 21:48:00.783339
215,194,770,Comment text 215,2025-11-21 21:48:00.783343
216,170,648,Comment text 216,2025-12-18 21:48:00.783347
217,316,631,Comment text 217,2026-01-27 21:48:00.783351
218,332,677,Comment text 218,2025-09-16 21:48:00.783355
219,314,969,Comment text 219,2025-10-17 21:48:00.783358
220,20,335,Comment text 220,2026-01-02 21:48:00.783362
221,75,697,Comment text 221,2026-01-25 21:48:00.783366
222,262,185,Comment text 222,2026-02-13 21:48:00.783369
223,104,869,Comment text 223,2025-11-15 21:48:00.783373
224,300,102,Comment text 224,2026-01-23 21:48:00.783377
225,237,7,Comment text 225,2025-11-18 21:48:00.783380
226,332,953,Comment text 226,2025-09-22 21:48:00.783384
227,290,39,Comment text 227,2025-08-30 21:48:00.783387
228,402,616,Comment text 228,2025-10-18 21:48:00.783391
229,50,716,Comment text 229,2026-01-19 21:48:00.783394
230,449,728,Comment text 230,2025-12-18 21:48:00.783398
231,92,735,Comment text 231,2025-11-10 21:48:00.783402
232,224,491,Comment text 232,2026-01-23 21:48:00.783406
233,447,918,Comment text 233,2025-10-21 21:48:00.783409
234,249,32,Comment text 234,2026-01-26 21:48:00.783416
235,487,58,Comment text 235,2026-01-04 21:48:00.783419
236,134,628,Comment text 236,2025-11-17 21:48:00.783423
237,207,88,Comment text 237,2025-09-27 21:48:00.783427
238,273,311,Comment text 238,2025-09-08 21:48:00.783430
239,400,23,Comment text 239,2025-12-06 21:48:00.783434
240,198,810,Comment text 240,2025-09-13 21:48:00.783439
241,137,13,Comment text 241,2025-10-22 21:48:00.783442
242,19,151,Comment text 242,2025-09-09 21:48:00.783446
243,357,200,Comment text 243,2025-09-18 21:48:00.783450
244,281,348,Comment text 244,2025-09-17 21:48:00.783454
245,418,412,Comment text 245,2026-02-10 21:48:00.783458
246,168,388,Comment text 246,2026-01-31 21:48:00.783462
247,300,567,Comment text 247,2025-10-03 21:48:00.783465
248,385,790,Comment text 248,2025-09-09 21:48:00.783469
249,343,387,Comment text 249,2026-01-09 21:48:00.783473
250,419,629,Comment text 250,2025-12-03 21:48:00.783477
251,479,1000,Comment text 251,2025-10-06 21:48:00.783481
252,310,503,Comment text 252,2026-02-23 21:48:00.783485
253,260,900,Comment text 253,2026-01-22 21:48:00.783489
254,93,544,Comment text 254,2026-01-02 21:48:00.783492
255,128,460,Comment text 255,2025-11-03 21:48:00.783496
256,257,193,Comment text 256,2025-10-19 21:48:00.783500
257,269,882,Comment text 257,2025-12-26 21:48:00.783503
258,86,127,Comment text 258,2026-01-26 21:48:00.783507
259,164,781,Comment text 259,2026-01-04 21:48:00.783511
260,460,190,Comment text 260,2025-12-01 21:48:00.783515
261,3,853,Comment text 261,2025-12-19 21:48:00.783519
262,305,119,Comment text 262,2026-01-18 21:48:00.783523
263,424,131,Comment text 263,2025-12-17 21:48:00.783526
264,118,732,Comment text 264,2025-11-08 21:48:00.783530
265,318,375,Comment text 265,2025-09-21 21:48:00.783534
266,366,192,Comment text 266,2025-11-10 21:48:00.783537
267,300,602,Comment text 267,2025-09-29 21:48:00.783541
268,381,116,Comment text 268,2025-10-29 21:48:00.783545
269,5,458,Comment text 269,2025-09-24 21:48:00.783549
270,7,946,Comment text 270,2026-01-14 21:48:00.783554
271,56,290,Comment text 271,2025-12-06 21:48:00.783558
272,151,617,Comment text 272,2026-02-23 21:48:00.783562
273,456,325,Comment text 273,2026-01-20 21:48:00.783565
274,253,378,Comment text 274,2025-09-15 21:48:00.783569
275,210,889,Comment text 275,2025-09-16 21:48:00.783573
276,81,160,Comment text 276,2026-01-27 21:48:00.783577
277,494,87,Comment text 277,2025-09-19 21:48:00.783580
278,167,641,Comment text 278,2025-09-14 21:48:00.783584
279,241,444,Comment text 279,2026-02-20 21:48:00.783587
280,313,39,Comment text 280,2025-09-06 21:48:00.783591
281,361,727,Comment text 281,2025-10-07 21:48:00.783595
282,469,136,Comment text 282,2026-02-05 21:48:00.783598
283,190,956,Comment text 283,2026-02-13 21:48:00.783602
284,115,10,Comment text 284,2026-02-16 21:48:00.783606
285,318,502,Comment text 285,2025-11-12 21:48:00.783610
286,434,457,Comment text 286,2026-01-05 21:48:00.783614
287,467,624,Comment text 287,2026-02-14 21:48:00.783618
288,343,991,Comment text 288,2025-09-17 21:48:00.783621
289,177,45,Comment text 289,2025-12-17 21:48:00.783625
290,194,138,Comment text 290,2026-02-19 21:48:00.783629
291,323,385,Comment text 291,2025-10-04 21:48:00.783632
292,418,38,Comment text 292,2026-01-11 21:48:00.783637
293,339,699,Comment text 293,2026-01-21 21:48:00.783640
294,107,179,Comment text 294,2025-09-28 21:48:00.783644
295,344,887,Comment text 295,2025-09-23 21:48:00.783647
296,57,639,Comment text 296,2025-09-24 21:48:00.783651
297,455,327,Comment text 297,2026-02-04 21:48:00.783655
298,307,839,Comment text 298,2025-09-25 21:48:00.783658
299,13,736,Comment text 299,2026-02-22 21:48:00.783662
300,21,496,Comment text 300,2026-02-19 21:48:00.783665
301,388,47,Comment text 301,2026-01-27 21:48:00.783669
302,6,215,Comment text 302,2025-09-26 21:48:00.783673
303,81,213,Comment text 303,2026-02-01 21:48:00.783676
304,421,354,Comment text 304,2025-10-09 21:48:00.783680
305,415,365,Comment text 305,2025-09-02 21:48:00.783684
306,194,436,Comment text 306,2025-09-19 21:48:00.783687
307,126,440,Comment text 307,2025-10-05 21:48:00.783691
308,196,973,Comment text 308,2025-09-14 21:48:00.783695
309,209,688,Comment text 309,2025-11-04 21:48:00.783699
310,171,341,Comment text 310,2025-11-17 21:48:00.783705
311,42,63,Comment text 311,2025-09-12 21:48:00.783709
312,359,308,Comment text 312,2025-09-09 21:48:00.783713
313,423,746,Comment text 313,2025-10-08 21:48:00.783716
314,31,278,Comment text 314,2025-10-14 21:48:00.783720
315,101,292,Comment text 315,2025-09-28 21:48:00.783724
316,180,875,Comment text 316,2025-09-06 21:48:00.783728
317,209,993,Comment text 317,2025-09-29 21:48:00.783731
318,292,915,Comment text 318,2025-09-01 21:48:00.783735
319,382,931,Comment text 319,2025-11-21 21:48:00.783738
320,112,24,Comment text 320,2026-01-08 21:48:00.783742
321,60,447,Comment text 321,2025-09-30 21:48:00.783746
322,87,727,Comment text 322,2026-01-01 21:48:00.783749
323,362,122,Comment text 323,2026-02-18 21:48:00.783753
324,198,616,Comment text 324,2026-02-05 21:48:00.783757
325,40,25,Comment text 325,2025-12-23 21:48:00.783761
326,73,560,Comment text 326,2025-09-01 21:48:00.783764
327,410,741,Comment text 327,2025-10-29 21:48:00.783768
328,232,66,Comment text 328,2025-09-11 21:48:00.783771
329,219,295,Comment text 329,2025-10-28 21:48:00.783775
330,122,109,Comment text 330,2025-10-19 21:48:00.783778
331,206,133,Comment text 331,2025-12-24 21:48:00.783782
332,88,982,Comment text 332,2025-12-12 21:48:00.783785
333,155,471,Comment text 333,2026-02-20 21:48:00.783789
334,377,703,Comment text 334,2026-02-23 21:48:00.783793
335,336,815,Comment text 335,2025-12-07 21:48:00.783796
336,340,842,Comment text 336,2026-02-18 21:48:00.783800
337,475,747,Comment text 337,2026-02-11 21:48:00.783804
338,359,454,Comment text 338,2026-01-15 21:48:00.783808
339,175,505,Comment text 339,2025-12-30 21:48:00.783811
340,323,580,Comment text 340,2025-10-15 21:48:00.783815
341,157,244,Comment text 341,2025-09-23 21:48:00.783819
342,33,241,Comment text 342,2025-11-07 21:48:00.783823
343,330,889,Comment text 343,2025-09-07 21:48:00.783827
344,436,155,Comment text 344,2026-01-01 21:48:00.783831
345,51,52,Comment text 345,2025-11-24 21:48:00.783835
346,28,937,Comment text 346,2025-12-09 21:48:00.783838
347,153,891,Comment text 347,2025-10-19 21:48:00.783842
348,15,783,Comment text 348,2025-09-17 21:48:00.783846
349,471,687,Comment text 349,2025-12-15 21:48:00.783850
350,296,183,Comment text 350,2025-11-13 21:48:00.783853
351,141,776,Comment text 351,2025-09-30 21:48:00.783857
352,25,850,Comment text 352,2025-09-10 21:48:00.783861
353,392,371,Comment text 353,2025-11-27 21:48:00.783864
354,366,793,Comment text 354,2025-12-26 21:48:00.783872
355,259,757,Comment text 355,2025-09-23 21:48:00.783876
356,396,555,Comment text 356,2025-10-22 21:48:00.783880
357,15,842,Comment text 357,2025-11-26 21:48:00.783884
358,205,68,Comment text 358,2025-12-22 21:48:00.783887
359,28,345,Comment text 359,2025-10-01 21:48:00.783891
360,371,271,Comment text 360,2026-02-07 21:48:00.783895
361,455,123,Comment text 361,2025-11-01 21:48:00.783899
362,405,560,Comment text 362,2025-09-25 21:48:00.783903
363,204,237,Comment text 363,2026-02-02 21:48:00.783906
364,44,986,Comment text 364,2025-10-03 21:48:00.783910
365,1,868,Comment text 365,2025-12-11 21:48:00.783914
366,107,678,Comment text 366,2025-10-21 21:48:00.783918
367,162,933,Comment text 367,2025-11-20 21:48:00.783922
368,36,117,Comment text 368,2025-11-10 21:48:00.783925
369,382,450,Comment text 369,2026-02-20 21:48:00.783929
370,382,361,Comment text 370,2025-10-29 21:48:00.783932
371,224,586,Comment text 371,2025-09-17 21:48:00.783937
372,481,12,Comment text 372,2026-02-25 21:48:00.783941
373,270,941,Comment text 373,2025-09-03 21:48:00.783944
374,484,673,Comment text 374,2025-10-25 21:48:00.783948
375,442,759,Comment text 375,2025-10-25 21:48:00.783951
376,375,888,Comment text 376,2025-12-26 21:48:00.783955
377,109,999,Comment text 377,2025-11-09 21:48:00.783959
378,11,825,Comment text 378,2025-11-09 21:48:00.783963
379,304,960,Comment text 379,2026-01-12 21:48:00.783966
380,74,498,Comment text 380,2025-12-18 21:48:00.783970
381,491,924,Comment text 381,2025-12-04 21:48:00.783974
382,26,406,Comment text 382,2025-11-19 21:48:00.783977
383,220,855,Comment text 383,2025-11-01 21:48:00.783981
384,343,795,Comment text 384,2025-11-28 21:48:00.783985
385,463,319,Comment text 385,2026-02-09 21:48:00.783989
386,479,807,Comment text 386,2025-09-17 21:48:00.783992
387,392,150,Comment text 387,2026-01-14 21:48:00.783996
388,417,214,Comment text 388,2026-02-17 21:48:00.784000
389,197,899,Comment text 389,2026-01-29 21:48:00.784004
390,28,384,Comment text 390,2026-01-13 21:48:00.784007
391,22,461,Comment text 391,2025-12-12 21:48:00.784011
392,54,60,Comment text 392,2025-11-06 21:48:00.784015
393,16,262,Comment text 393,2025-12-04 21:48:00.784018
394,433,401,Comment text 394,2025-12-16 21:48:00.784022
395,63,523,Comment text 395,2026-02-24 21:48:00.784026
396,63,344,Comment text 396,2025-11-02 21:48:00.784030
397,7,19,Comment text 397,2026-02-19 21:48:00.784033
398,242,685,Comment text 398,2026-01-14 21:48:00.784037
399,471,389,Comment text 399,2025-09-03 21:48:00.784040
400,415,730,Comment text 400,2025-12-16 21:48:00.784044
401,21,882,Comment text 401,2025-12-25 21:48:00.784048
402,332,750,Comment text 402,2025-12-23 21:48:00.784056
403,229,335,Comment text 403,2025-10-08 21:48:00.784059
404,269,548,Comment text 404,2025-11-07 21:48:00.784067
405,8,535,Comment text 405,2025-12-31 21:48:00.784071
406,2,814,Comment text 406,2026-02-05 21:48:00.784074
407,61,604,Comment text 407,2026-01-05 21:48:00.784078
408,57,557,Comment text 408,2025-11-02 21:48:00.784082
409,161,298,Comment text 409,2025-12-28 21:48:00.784085
410,334,59,Comment text 410,2025-12-12 21:48:00.784089
411,437,878,Comment text 411,2025-10-13 21:48:00.784092
412,424,299,Comment text 412,2026-02-23 21:48:00.784096
413,246,950,Comment text 413,2025-12-31 21:48:00.784100
414,19,978,Comment text 414,2026-01-10 21:48:00.784104
415,392,69,Comment text 415,2026-01-12 21:48:00.784107
416,84,31,Comment text 416,2026-01-17 21:48:00.784111
417,126,719,Comment text 417,2025-09-24 21:48:00.784114
418,437,973,Comment text 418,2025-10-04 21:48:00.784118
419,396,118,Comment text 419,2025-10-17 21:48:00.784122
420,168,259,Comment text 420,2025-12-03 21:48:00.784126
421,195,863,Comment text 421,2025-09-30 21:48:00.784129
422,151,482,Comment text 422,2025-11-13 21:48:00.784133
423,296,130,Comment text 423,2025-10-06 21:48:00.784137
424,12,740,Comment text 424,2026-01-05 21:48:00.784140
425,33,401,Comment text 425,2026-01-12 21:48:00.784144
426,200,577,Comment text 426,2026-02-23 21:48:00.784148
427,396,158,Comment text 427,2025-09-15 21:48:00.784151
428,190,681,Comment text 428,2025-10-17 21:48:00.784155
429,288,986,Comment text 429,2025-11-02 21:48:00.784158
430,338,638,Comment text 430,2025-10-11 21:48:00.784162
431,353,718,Comment text 431,2025-09-08 21:48:00.784165
432,180,244,Comment text 432,2026-02-22 21:48:00.784169
433,392,265,Comment text 433,2025-11-12 21:48:00.784173
434,242,636,Comment text 434,2026-01-20 21:48:00.784177
435,200,234,Comment text 435,2026-01-19 21:48:00.784180
436,60,648,Comment text 436,2026-01-28 21:48:00.784184
437,402,834,Comment text 437,2025-10-12 21:48:00.784188
438,298,910,Comment text 438,2025-12-16 21:48:00.784191
439,238,144,Comment text 439,2025-11-14 21:48:00.784195
440,8,458,Comment text 440,2025-08-31 21:48:00.784199
441,407,402,Comment text 441,2026-01-25 21:48:00.784203
442,125,326,Comment text 442,2025-09-19 21:48:00.784207
443,432,618,Comment text 443,2025-12-02 21:48:00.784211
444,179,861,Comment text 444,2025-10-20 21:48:00.784214
445,371,293,Comment text 445,2025-12-11 21:48:00.784218
446,358,820,Comment text 446,2026-02-15 21:48:00.784222
447,229,919,Comment text 447,2025-10-12 21:48:00.784226
448,491,682,Comment text 448,2026-02-24 21:48:00.784230
449,127,950,Comment text 449,2026-01-07 21:48:00.784234
450,185,541,Comment text 450,2025-10-12 21:48:00.784237
451,136,464,Comment text 451,2026-02-15 21:48:00.784241
452,306,235,Comment text 452,2025-11-04 21:48:00.784245
453,309,373,Comment text 453,2025-09-05 21:48:00.784249
454,139,511,Comment text 454,2025-09-09 21:48:00.784253
455,191,817,Comment text 455,2025-12-14 21:48:00.784256
456,165,413,Comment text 456,2025-12-16 21:48:00.784260
457,210,673,Comment text 457,2025-10-28 21:48:00.784264
458,216,869,Comment text 458,2025-11-26 21:48:00.784285
459,416,322,Comment text 459,2025-10-23 21:48:00.784290
460,326,876,Comment text 460,2026-02-17 21:48:00.784293
461,347,713,Comment text 461,2025-11-01 21:48:00.784297
462,84,638,Comment text 462,2025-12-27 21:48:00.784301
463,114,829,Comment text 463,2025-10-09 21:48:00.784305
464,312,164,Comment text 464,2025-12-25 21:48:00.784308
465,77,375,Comment text 465,2025-11-06 21:48:00.784312
466,100,419,Comment text 466,2025-11-09 21:48:00.784316
467,135,396,Comment text 467,2025-10-05 21:48:00.784319
468,263,460,Comment text 468,2026-01-05 21:48:00.784323
469,492,907,Comment text 469,2026-01-18 21:48:00.784326
470,283,750,Comment text 470,2026-01-12 21:48:00.784330
471,439,521,Comment text 471,2025-11-09 21:48:00.784334
472,412,423,Comment text 472,2025-10-10 21:48:00.784338
473,192,549,Comment text 473,2025-10-06 21:48:00.784342
474,57,896,Comment text 474,2025-09-01 21:48:00.784345
475,356,213,Comment text 475,2025-11-18 21:48:00.784349
476,43,73,Comment text 476,2025-09-17 21:48:00.784353
477,329,999,Comment text 477,2025-10-04 21:48:00.784356
478,452,339,Comment text 478,2025-12-18 21:48:00.784360
479,363,44,Comment text 479,2026-01-28 21:48:00.784363
480,120,663,Comment text 480,2025-11-17 21:48:00.784367
481,62,102,Comment text 481,2026-01-26 21:48:00.784371
